# pdb h1 h2 h3 l1 l2 l3
1zlu 53.6575609756 53.9923622047 56.225046729 51.2623863636 50.1749019608 53.1498571429
1zlw 59.2173170732 58.3459055118 60.325046729 60.7371590909 59.3780392157 59.0674285714
1zlv 53.7279012346 55.0480952381 53.7961363636 56.013908046 55.7617647059 53.266
4jpw 49.8586206897 49.682962963 55.784587156 59.0857746479 56.7849019608 53.2189130435
4i13 16.0321518987 12.2581355932 15.4444871795 none none none
4lqf 32.6216483516 30.4701587302 28.44453125 29.332890625 29.4231034483 27.3381481481
5ip4 20.4960526316 21.996 25.0190243902 none none none
4m5z 74.8543478261 62.98359375 62.4344186047 69.0442857143 68.3718518519 61.8221590909
3dgg 46.6139285714 54.0533783784 58.7179347826 52.5943478261 53.3636 60.5982352941
1ob1 11.3508108108 11.4024087591 11.1172164948 11.2667816092 11.1185106383 10.9241463415
3liz 28.6292 31.82128 30.3881707317 32.066091954 31.1406896552 31.033375
4i1n 23.0491139241 22.7980508475 27.1306666667 none none none
2qhr 15.7418181818 19.9753731343 18.36048 20.5067777778 29.6926582278 25.8749019608
3cmo 45.0591208791 48.6776691729 41.4982222222 38.8458426966 31.6188135593 32.4885915493
4aj0 none none none 28.662 16.0541071429 31.3376923077
3aaz 28.1346590909 29.0958333333 23.2655395683 28.6034645669 29.3110526316 26.9525
1jrh 41.6686585366 51.8492517007 37.3748514851 56.6492134831 45.2573913043 41.9374358974
2j5l 54.6239130435 55.9447328244 56.9235051546 64.4906097561 51.1393333333 59.2072
4ki5 47.6511235955 51.5413740458 46.8443636364 55.069047619 53.6246666667 44.6887179487
5grz 106.317654321 106.825114504 111.101486486 106.935 126.18953125 89.1330136986
5grx 37.2490123457 32.7018656716 22.0051351351 39.3859756098 42.37203125 18.0749315068
5gry 26.1583950617 33.1165909091 24.1933783784 27.1780487805 42.12859375 20.9049315068
5grv 33.4233333333 44.8458208955 33.347027027 38.4215730337 45.0724489796 30.6643835616
5grw 67.965308642 79.2126119403 52.0651351351 69.536097561 100.42875 48.0149315068
5gru 21.3588157895 20.3694642857 20.8561878453 22.8007792208 22.590625 16.7713580247
4ob5 46.2033333333 50.2277358491 36.5449193548 21.9145977011 19.5186363636 19.493030303
2hkf 12.3774324324 8.62702531646 5.68637681159 8.42166666667 6.91672413793 7.15685714286
3vw3 21.9706451613 28.6556716418 26.6010869565 34.1322137405 30.7816071429 24.2380952381
2hkh 41.345942029 30.3343037975 54.571884058 31.9277777778 32.009137931 30.5577142857
5ifh 76.3488050314 77.4393675889 58.0283673469 43.0682432432 46.4032380952 62.962320442
6dcv 58.566091954 73.232556391 70.484950495 52.3405839416 47.5347368421 44.0642682927
5ifj 58.225974026 52.9316964286 72.5753846154 58.9545882353 77.0707894737 53.4915151515
1f3d 23.2425287356 26.4072592593 25.4525490196 47.9825384615 35.9089830508 29.3443835616
5lhr 21.7404651163 21.7566386555 17.4437113402 none none none
5usi 60.5354945055 70.5803076923 84.1220634921 116.690561798 101.932826087 101.132658228
6cnr 33.6796103896 43.328943662 46.0412962963 54.1725882353 44.49 45.6787323944
4ij3 39.9238028169 34.5835433071 31.714625 32.2713513514 36.6155932203 29.1315789474
5ifa 37.6456321839 37.3729323308 45.2128767123 74.8456818182 48.6374137931 53.5841666667
4ywg 92.9670238095 105.645166667 91.9092753623 102.885301205 86.7495454545 102.706041667
5lmj 81.494375 82.6706349206 60.4642622951 none none none
1i8i 19.5358536585 18.75828125 19.6852325581 27.8221428571 23.5540740741 20.9729577465
1k4c 30.6956321839 34.4582089552 26.0445070423 26.7325609756 34.1126923077 20.4932926829
1k4d 46.3268965517 46.6379850746 37.1405633803 35.6194736842 44.2755769231 29.4370731707
5gis 23.6268539326 28.135 18.8590243902 23.3081111111 19.0194444444 19.5276623377
1bww none none none 28.1113333333 23.1178 22.5156962025
1i7z 63.31875 60.9095774648 39.0892307692 41.5242735043 34.5184782609 37.3290217391
1tzi 35.7325581395 43.7841880342 35.2975824176 70.953373494 51.28 61.5402898551
1tzh 26.3715294118 21.2575757576 22.1514 45.7764102564 32.5361111111 38.1398039216
6amj 99.1868831169 93.397 68.2933333333 61.6261333333 62.5310638298 61.6832876712
6amm 109.117341772 92.2989312977 129.074736842 117.7156 119.196595745 113.965479452
1tzg 25.2423188406 24.0208396947 29.671119403 22.7786046512 22.6791111111 17.7734285714
1nd0 22.6983146067 27.340703125 25.8984931507 41.9170634921 28.188 23.4208641975
2osl 38.0995294118 49.3045038168 57.5491428571 48.4319480519 40.4168888889 43.7510810811
5vf2 19.9019047619 27.3042446043 17.9932941176 20.0237931034 26.9707692308 18.1651219512
5vf6 10.6223376623 12.3973109244 9.67211111111 11.1233333333 10.5553225806 10.7732876712
3jwd 103.969010989 95.4556934307 93.6937647059 92.9213793103 100.242391304 73.6040909091
3dur 14.6287209302 16.5846979866 14.6726829268 17.6894285714 16.3687931034 14.1834285714
3dus 52.1310465116 53.5277181208 44.7519047619 55.7467857143 46.080862069 46.6315714286
5th9 7.89723684211 17.2818487395 10.4379411765 12.6673170732 14.785 13.1437037037
4j4p 65.9651807229 69.4306134969 80.5836923077 68.8331325301 75.651754386 61.0082142857
5dhx 55.2565 50.4642537313 47.800625 56.328 43.8705357143 44.2167647059
5if0 49.2159770115 48.1321052632 55.014109589 81.7025 60.6284482759 50.67875
5dhv 51.211 45.0828358209 39.88375 49.0273493976 39.432173913 37.8060465116
5mev 38.7462025316 43.5649606299 40.2187179487 43.8546428571 39.2310909091 43.2488636364
4kjq 60.5580434783 65.1050381679 54.8172413793 67.7888888889 57.6882352941 48.6607792208
5tzt 57.1129411765 67.3120930233 58.3525423729 76.0565116279 54.9922222222 66.75
4osu 22.6495238095 21.1886821705 39.2272 29.1832222222 23.4242105263 21.2863888889
1xf2 17.1786904762 20.4405633803 21.6092682927 19.581 18.1808510638 18.1914864865
1xf5 61.3239285714 63.6403676471 58.3521176471 73.9383211679 66.2751724138 55.2556944444
3t0w none none none 12.0004301075 17.1667241379 14.610989011
1a6t 30.8734090909 33.8686259542 25.6354320988 42.0491780822 26.7204347826 24.3195945946
1a6u 28.5169230769 30.6191935484 32.2438834951 31.7826262626 31.9878 35.7826190476
1a6v 14.6481318681 15.4897058824 14.6745631068 13.8245652174 15.281 12.8296428571
1a6w 19.2148351648 19.8870676692 19.290776699 21.1348484848 20.0772 17.010952381
3gnm 23.4665217391 21.1343708609 30.2244303797 20.6520491803 20.5729310345 15.7270833333
5lz0 32.7458730159 17.98609375 20.8276100629 none none none
3rkd 22.3174666667 23.1173239437 20.2766055046 21.8493023256 24.8097916667 17.2333333333
5e2t 39.5842268041 42.3861538462 43.14 58.6415503876 63.0223076923 44.8619512195
5e2u 47.7439175258 48.1980769231 46.156 74.1372727273 none 50.4547560976
5e2v 16.7722680412 16.7557692308 15.8188 19.7769767442 16.4021153846 15.7785365854
5e2w 20.8943298969 24.4606153846 15.8676 23.4085271318 19.4051923077 20.9759756098
2agj 84.0928205128 79.3429577465 81.7655681818 64.6959090909 80.9747727273 65.7277777778
3o6l 29.4255844156 32.7069354839 26.9214084507 29.8161290323 21.8330769231 23.13925
5fha 40.7310588235 33.0347747748 47.9391025641 63.031954023 49.8420454545 39.773
4ye4 49.586626506 52.6304237288 47.3131055901 50.0091044776 51.7825423729 42.0238461538
5fhb 38.447012987 35.0071317829 35.0512587413 22.03825 23.5281034483 27.4283076923
5c7x 34.9803448276 36.7782222222 32.7502222222 40.0385542169 56.0995238095 37.5378461538
4ot1 32.6946428571 33.5565891473 31.2996428571 32.9717777778 35.830877193 36.3708450704
5fhx 37.1258888889 44.26 39.1424 none none none
1ocw 50.0658241758 77.4901492537 41.7136607143 18.8815151515 20.4598 18.9774358974
5te7 54.4423125 54.3883524904 52.8101086957 53.7542857143 54.8697894737 44.6362921348
3so3 53.5661842105 54.1997345133 49.4 51.7744827586 54.7657777778 46.3412765957
4yny 36.0661842105 27.1413445378 31.1740540541 18.9341836735 34.8777419355 16.9813559322
5tz2 65.8538372093 71.0524242424 58.2740659341 71.1958441558 73.1867857143 57.5416666667
5vta 51.755952381 50.0597101449 52.1612121212 55.1357534247 57.8295454545 46.0802597403
4qxu 31.4156962025 32.1993333333 29.8456 41.07025 40.516 36.2308450704
4qxt 13.8212048193 19.0893571429 12.3885 18.1393859649 14.2508510638 13.0048684211
1gaf 43.1351923077 15.9595977011 15.7273214286 14.1485849057 13.4491525424 9.11875
1e6o 24.3103571429 26.5067832168 25.6521052632 29.4575 23.1029411765 25.35
3qpx 39.667721519 36.3728695652 33.1827058824 33.2862365591 37.2006451613 32.4592857143
4qxg 23.4080898876 30.1196296296 23.7052857143 27.9960674157 28.7825 21.3498571429
1a8j none none none 16.95 16.95 16.95
1d6v 36.2064044944 38.9702325581 54.4698989899 29.0901176471 30.2734482759 26.4387951807
5lhq 41.1001333333 51.4057142857 54.6215469613 none none none
6g8r 71.6995774648 80.2239495798 65.1955670103 71.6793589744 84.8582692308 66.0021621622
1fl6 32.4772093023 32.844527027 40.8146031746 65.4564 51.0198275862 43.9673611111
4otx 25.5715555556 22.9906666667 36.3175555556 22.8896183206 28.3139655172 22.2594805195
5x5x 41.3679787234 24.5592028986 25.0195 23.991300813 27.0575438596 18.9145833333
5lhp 42.8002666667 52.3136607143 53.2450276243 none none none
4why 60.1346153846 59.8496268657 56.5807142857 65.2328225806 67.3718 52.0726666667
4hxa 33.2118181818 41.9878723404 30.9517910448 28.1815789474 32.8820833333 24.9354411765
4hxb 22.3707407407 25.5755072464 18.0517647059 18.0991269841 23.1052542373 12.6922857143
3inu 64.7481176471 54.93408 70.65425 69.8402290076 74.6181034483 60.2804
4wv1 28.3452112676 19.9403225806 22.5995652174 21.04575 24.5775925926 17.6176470588
1aqk 18.3889285714 23.0223703704 27.2658474576 18.6196842105 27.1507692308 32.0451948052
5i8k 30.542625 35.9359649123 20.1453030303 21.6630555556 19.8606382979 26.3732051282
5cip 48.2153623188 41.5954961832 47.2014925373 31.2198837209 25.856 38.6982857143
3mnv 51.4783333333 54.7601459854 51.2666666667 59.5056521739 49.0898214286 40.8593902439
3mnw 22.3025 33.1459124088 19.7111111111 31.8223188406 26.4880357143 24.5129268293
3u1s 28.2761538462 30.1219402985 32.2575918367 34.1482352941 32.9048076923 27.4716438356
5i8c 7.40105263158 10.1481343284 7.45148514851 11.1884337349 8.02566037736 6.89890410959
5tlk 52.2394666667 59.7112698413 55.1646478873 70.0689430894 61.6448076923 56.3377777778
3zkn 19.06625 24.5063333333 19.3269565217 22.6529166667 23.4402 19.4350632911
5i8e 51.2310526316 52.6547014925 51.8468316832 56.4301204819 52.0601886792 47.8021917808
3qo1 35.8971830986 46.4821678322 42.5202857143 39.023740458 30.8114893617 33.6015277778
3qo0 35.188028169 42.6518656716 52.077 39.3028244275 30.4276086957 30.8745833333
3zkq 23.8704109589 23.6567241379 28.438 none none none
5vz1 56.1351041667 60.7554716981 51.6965714286 68.0950684932 none 56.1230263158
3zkx 61.3772151899 73.0177118644 68.9977272727 none none none
5cin 29.455942029 23.6614503817 26.7848076923 26.2256976744 24.7093333333 20.6777142857
5cil 35.7176811594 32.1802290076 40.2410655738 30.1637209302 27.3704444444 25.7058571429
1iai 5.05802469136 6.05 3.047 4.32175675676 4.17421052632 3.79556962025
2dqu 11.2484615385 9.95692982456 8.7010483871 12.70408 13.4134482759 7.39794117647
2dqt 19.521025641 15.1045614035 17.3325806452 23.59536 27.2605172414 16.3352941176
5u3o 38.1169078947 37.5463050847 31.0187643678 39.4153551913 35.7009782609 31.5186585366
4kfz 49.1303896104 47.958 46.7628225806 none none none
5l6q none none none 21.885308642 21.8487931034 17.3842857143
2dqc 20.8001282051 15.124453125 16.7567391304 15.62 12.4488461538 11.1480769231
2dqe 19.7198734177 16.6638016529 18.1291304348 16.9753012048 13.49 13.4846153846
2dqd 17.2646835443 15.3664566929 15.4186956522 14.6969879518 11.4792307692 11.8202564103
2dqg 29.6237974684 23.3681102362 25.8684782609 24.2493975904 20.5896153846 21.0028205128
2dqf 39.0701388889 47.2595867769 43.2167391304 45.5112048193 40.3536538462 40.9974358974
3i9g 25.3065116279 28.8640140845 20.8882 19.2118823529 24.0885454545 18.75375
2dqh 26.3756962025 22.4848760331 23.6604347826 22.281686747 17.1076923077 18.9864102564
2dqj 20.3656962025 15.14 17.532826087 15.588313253 12.0457692308 11.2657692308
4nnp 7.76868421053 14.8309558824 18.0928125 19.9846575342 11.8887755102 11.2334117647
6a3w 21.4696511628 22.9420588235 20.373220339 28.9732926829 23.359137931 21.9534210526
4qyo 12.6490909091 15.415018315 11.1488 15.7006220096 12.0117777778 9.47737226277
5f3h 34.4964473684 26.6078991597 34.4462903226 40.4217567568 43.1383050847 29.4009876543
3qq9 30.2124503311 37.9833454545 31.202875 46.3257894737 40.3744705882 36.227218543
5f3b 19.0223684211 20.9825210084 18.9279032258 27.0159459459 26.9238983051 18.3381481481
2w9e 45.4697727273 40.0918382353 32.745942029 39.6629166667 38.9565306122 40.5
4x7e 39.4991666667 31.7740384615 33.5772413793 none none none
4x7d 37.9911111111 48.0456730769 35.0559770115 none none none
3qos 64.7394736842 67.2547787611 59.6541666667 65.3001503759 64.1898275862 61.592987013
4x7f 34.3902531646 41.0760169492 39.9709090909 none none none
5vzr 26.0135714286 34.895625 29.3174561404 22.0493162393 29.78 19.2190540541
5tl5 24.641 28.4708208955 28.2424468085 36.6996460177 34.7744680851 29.408
5vzy 16.5914666667 21.3135245902 16.6 17.778984375 19.8894827586 14.3624657534
5vzx 72.6229333333 82.9081967213 62.4175 64.344375 58.7031034483 61.5828767123
3u2s 25.4582352941 34.0525373134 33.4947368421 38.6127374302 35.0845454545 37.7751955307
4i9w 73.274125 78.5630434783 63.9022580645 74.1183333333 73.8046938776 66.5590410959
2y36 38.5165934066 39.0863636364 60.0692079208 39.0616161616 38.7226 36.8175
6erx 52.0433802817 67.6034615385 51.6037068966 60.0290804598 54.6933962264 60.4476136364
2ih1 49.6368965517 54.1816901408 39.5064788732 38.8415853659 48.7809615385 31.8717073171
4lri 20.0742682927 25.1466917293 22.0021875 20.8206870229 19.7124489796 18.11375
4rbp 30.643902439 33.3599212598 30.7487850467 41.4673863636 35.6694117647 32.044
4jr9 39.655625 42.8810687023 39.6961904762 43.5937931034 44.0087272727 36.428030303
2q1e none none none 29.1720224719 35.7344 27.3065
3lhp 68.04671875 64.3882442748 65.0824742268 46.3576744186 45.9473333333 43.362
5wt9 28.6959722222 25.9226760563 29.73 33.2525925926 31.585 29.1507792208
1eo8 25.9001162791 49.6320289855 28.189875 56.7944 33.3810204082 56.1729411765
4xxd 35.415 29.2613385827 33.09875 56.2632283465 58.2829310345 35.4689041096
3r06 58.5464935065 77.734375 56.1348571429 80.8765517241 63.4805263158 66.7582222222
2a77 33.9280487805 35.6104065041 48.2462765957 39.4326190476 33.3720689655 36.4278947368
1q9w 21.47 26.2752980132 25.0249056604 36.5406666667 29.399122807 25.351
1q9k 57.3031395349 49.4010666667 79.9981553398 43.5238686131 46.3560344828 32.2977142857
1q9l 49.5146511628 39.9992 83.8306796117 41.7308759124 49.2706896552 31.4764285714
1q9o 26.7151162791 27.858013245 26.2310377358 33.0880740741 29.0989473684 25.2197142857
5t5b 41.3336904762 41.5810869565 43.4388 47.09 62.3291836735 44.485
5t5f 44.5227173913 55.15 44.7188333333 54.5 53.8926923077 44.3513414634
1hez 51.3162337662 51.5770072993 43.7951485149 39.6072413793 40.09 36.6155405405
3or7 39.9649425287 40.6156338028 28.2973239437 31.1346341463 38.1919230769 21.1306097561
5wtg 17.0844 21.5120661157 22.0890740741 26.0973611111 24.3510714286 25.288028169
3ux9 51.6081578947 58.6769026549 58.0757954545 52.5233333333 55.8381395349 45.2708641975
5ebm 33.0429885057 30.8593478261 20.1092957746 23.3241463415 24.7307692308 15.0023170732
4jre 32.648 35.2360305344 34.5 36.2793103448 37.6243636364 30.2924242424
3lh2 57.6805882353 56.4946456693 53.7258333333 53.9311627907 57.7338636364 45.6862857143
5wtt 52.1819354839 56.3393023256 46.06 37.9530952381 40.3767307692 40.1625352113
4aiz none none none 24.9942352941 19.0378571429 31.5668831169
3mxv 21.521097561 22.051862069 29.229375 29.0979746835 30.4786885246 24.6301449275
3mxw 29.141097561 28.7371034483 23.636875 23.6516455696 27.018852459 21.0831884058
5gs1 38.3139506173 42.1659701493 39.0297297297 39.5836585366 46.0921875 34.0615068493
5gs3 38.3656790123 35.6104032258 22.5908108108 40.551097561 48.2738888889 21.9197260274
5uxq 43.3182608696 45.0278417266 38.9698596491 41.3031666667 29.8475510204 36.5814473684
1qlr 27.8762650602 37.7309836066 27.2507619048 32.8798780488 22.4770833333 21.0477941176
4w2p 30.844109589 13.8792105263 14.1050588235 none none none
1dfb 12.9396428571 13.295785124 17.4189130435 15.54 13.3081632653 10.6235483871
3r0m 26.8810958904 20.6951666667 23.1104242424 none none none
1ru9 20.5548314607 25.398828125 31.0873972603 29.934047619 30.7992 21.4259259259
1tet 5.26115384615 8.69496350365 9.63057971014 8.53282258065 13.8668965517 7.25547945205
5iq9 34.6236904762 41.1131914894 38.5603428571 38.8957471264 42.8856603774 40.3679545455
1q72 27.6683950617 28.7165562914 35.9917948718 32.0017557252 24.7333333333 26.6772839506
3nps 22.8868115942 33.7020930233 20.8785443038 20.2079310345 21.2921052632 24.9873684211
2ny5 27.3804705882 34.4214074074 30.8122727273 33.3045454545 32.0242222222 28.6430769231
2dwe 43.9720689655 45.5317605634 34.2950704225 33.5126829268 41.6707692308 29.5131707317
2ny3 20.6845882353 24.9224444444 21.0231168831 27.9594805195 25.3246666667 21.4355769231
3v0v 46.8118604651 45.9777241379 46.5013333333 47.4804395604 47.8916981132 39.9689041096
3qct 44.729047619 47.5481021898 35.2363478261 32.1604918033 35.5607272727 29.8235135135
3ujj 24.6344047619 21.0421014493 22.8789423077 21.326 24.7576785714 19.5695180723
3uji 15.8612790698 20.7823484848 14.9289473684 15.535125 19.9080701754 14.1926666667
2orb 46.7815189873 47.8940310078 53.909 60.4307352941 65.6108333333 56.2233333333
6az2 45.0356462585 36.5921285141 42.8897468354 40.4047619048 37.1631914894 33.0667532468
2uud 19.2861904762 36.4608843537 36.1786206897 36.72688 21.340862069 25.0673972603
3ujt 20.2872941176 23.9691240876 18.45875 23.1006870229 20.272 15.6861538462
6ml8 50.6762385321 53.0332758621 46.2923913043 63.8142857143 57.4465454545 53.9773333333
4ag4 38.7578571429 49.7954477612 35.9751724138 49.2174324324 47.06125 45.5748717949
4d9r 41.782345679 48.763 36.44625 45.2477380952 44.5365306122 37.6767605634
4d9q 30.3801234568 35.4534285714 30.1 30.6586904762 35.0832653061 24.7388732394
5u3d 18.4491764706 19.2772463768 20.8362222222 18.6421794872 16.4825925926 15.6886666667
5u3k 49.3928289474 51.5607457627 45.9695689655 47.7682702703 48.8048421053 46.0755621302
5u3j 64.0528289474 72.097027027 86.6232231405 103.813611111 107.932222222 83.7744375
1jgl 65.1941935484 37.2283211679 27.8624528302 25.14 24.651 22.0539534884
5u3n 48.9334210526 65.0566549296 59.2656160458 70.2307361963 69.2977777778 73.306
5u3m 49.4066447368 48.4778521127 65.8532378223 77.7630555556 71.730462963 80.0297687861
